date,user,text,retweets,favorites,mentions,hashtags,geolocation
2020-04-11 00:45:36+00:00,Boomer_Patriot,@nytimes: ‘…fleeing New Yorkers may have hastened the spread of the coronavirus’ ,0,0,@nytimes,,
2020-04-11 00:42:47+00:00,icowrich,"Closing China travel was fine, but at that point, he should have ordered WHO tests, invested in PPE & the like. To this day, we still have shortages of testing and PPE. And the CDC had advised on Jan 21 that COVID-19 was already here. Lockdowns should’ve happened back then.",0,0,,,
2020-04-11 00:38:10+00:00,krp737,"@corbydavidson @SportsSturm SF doctor said today the fact the 49ers lost the SB May have saved thousands. No SB parade-1st cases of covid in SF on Feb 2, parade would have been on Feb 5.",0,1,@corbydavidson @SportsSturm,,
2020-04-11 00:34:52+00:00,Boomer_Patriot,Good Advice: The WSJ is Right That Trump Needs to Clean Up These Coronavirus Briefings ,0,0,,,
2020-04-11 00:33:24+00:00,txbaggett,"Courage @GregAbbott_TX 761,262 Texans filed unemployment claims in first month of coronavirus versus &lt; 300 deaths! #GetBackToWorkNOW",0,0,@GregAbbott_TX,#GetBackToWorkNOW,
2020-04-11 00:31:59+00:00,AbyTorresJr,"New #COVID-19 Cases Confirmed at Denton County Jail, DSSLC; 10th Death Confirmed https://www.nbcdfw.com/news/coronavirus/new-covid-19-cases-confirmed-at-denton-county-jail-dsslc-10th-death-confirmed/2349501/?_osource=db_npd_nbc_kxas_twt_shr WOWWW! @WeAreDCPH ",0,0,@WeAreDCPH,#COVID,
2020-04-11 00:23:18+00:00,omarmuniz9,"He spent $500,000 to buy coronavirus tests. They aren't usable. ",0,0,,,
2020-04-11 00:11:46+00:00,This_Is_Jenius,I was gonna decorate my graduation cap with c/o COVID-19... My sister pointed out the fact that everyone is probably gonna do that. And I thought I was so original... Damn. #classofcovid19,0,1,,#classofcovid19,
2020-04-11 00:10:01+00:00,nathanjwelsch,With everyone having to stay home is @DatelineNBC essentially just going to be stories about coronavirus now?,0,0,@DatelineNBC,,
2020-04-10 23:53:46+00:00,AdamGordon1977,A wild realignment proposal is on the table to bring baseball back during the COVID-19 pandemic ,0,0,,,
2020-04-10 23:46:48+00:00,DCfegan,Imagine if @HillaryClinton was president and not @realDonaldTrump during the coronavirus... we would be in big trouble... #MAGA,127,248,@HillaryClinton @realDonaldTrump,#MAGA,
2020-04-10 23:22:03+00:00,CityOfFriscoTx,"FRISCO COVID-19 Update: Denton County confirms two new Frisco cases of COVID-19; Collin County confirms three. This brings Frisco’s total number of confirmed cases to 99, including 47 recovered. ",5,10,,,
2020-04-10 23:19:25+00:00,godzeera,Mike Pence introduces program to cure coronavirus carriers with conversion therapy https://www.thebeaverton.com/2020/02/mike-pence-introduces-program-to-cure-coronavirus-carriers-with-conversion-therapy/ via @TheBeaverton,0,0,@TheBeaverton,,
2020-04-10 23:04:04+00:00,pnelson_bracane,Ivermectin Intended for Animals: Letter to Stakeholders - Do Not Use in Humans as a Treatment for COVID-19 ,0,0,,,
2020-04-10 23:03:23+00:00,jenhsampson, @UnitedWayDallas announces 3rd round of grants from #COVID Response &amp; Recovery Fund—awarding additional $590K to 60 more local nonprofits. We continue to evaluate &amp; prioritize needs &amp; will mobilize more resources in weeks &amp; months ahead. https://fal.cn/37w2v #LiveUnitedNTX,0,4,@UnitedWayDallas,#COVID #LiveUnitedNTX,
2020-04-10 23:02:17+00:00,ntTV_News,#COVID19: 28 new cases of coronavirus and the 10th death reported in @DentonCountyTX by @WeAreDCPH. The patient was a male resident of @LewisvilleTexas in his 60’s. #ntTV,0,1,@DentonCountyTX @WeAreDCPH @LewisvilleTexas,#COVID19 #ntTV,
2020-04-10 23:01:53+00:00,MonnHuncho,"#CORONAVIRUS AIN’T STOPPING SHIT (100 COMMENTS &amp; I’ll DROP ) prod. by 1offtan x @HotBoyMurph1 #independentartist #dfw #studio #quarantine #explore #trending #viral @Addison, Texas https://www.instagram.com/p/B-0Vwz2Hdqw/?igshid=m0lwftju5k8g",0,0,@HotBoyMurph1,#CORONAVIRUS #independentartist #dfw #studio #quarantine #explore #trending #viral,
2020-04-10 23:01:02+00:00,DillonBrandt,"My lovely grandma has had a stroke today, she is paralyzed in half of her body, and don’t know if it’s permanent or not. Since it’s the COVID-19 epidemic we are not able to see her and she is doing this alone. Please donate to help her with expenses ",68,243,,,
2020-04-10 22:58:03+00:00,throwinthegame,I just watched the COVID Facebook commercial and I’m a puddle ,0,0,,,
2020-04-10 22:57:52+00:00,iLLMiLL1k,Exactly like people act like medical bills arent the reason ppl go bankrupt even BEFORE this covid trash,0,1,,,
2020-04-10 22:53:39+00:00,SimonTemplar717,"Vaccines can be just as deadly as the virus. Millions will survive and live their lives out in a normal way after this C19 fizzles out. With our without a vaccine. The world survived the measles, chickenpox, measles, mumps, other covid viruses, swine flu etc.",0,0,,,
2020-04-10 22:52:33+00:00,sjmcdld,Wash your hands to prevent illnesses. Together we can beat #Coronavirus #publichealth #oshamikono,0,1,,#Coronavirus #publichealth #oshamikono,
2020-04-10 22:51:32+00:00,jarvischris,Excited to Be The Giraffe and show everyone the HUGE opportunities during the COVID! #bethegiraffe #elevate #entrepreneur,0,2,,#bethegiraffe #elevate #entrepreneur,
2020-04-10 22:50:23+00:00,boydmyers,"#ironman #vr2 time! #fridayTriday #triathlon #triathlete #trilife #covid #quarantine #runbikerun #swimbikerun @Krugerville, Texas https://www.instagram.com/p/B-0VaxonbAo/?igshid=1k7en4ua9ru7",0,0,,#ironman #vr2 #fridayTriday #triathlon #triathlete #trilife #covid #quarantine #runbikerun #swimbikerun,
2020-04-10 22:48:09+00:00,djelements,I was the luckiest man today to stay home and take care of the kids. I’ve been adjusting my work schedule to stay home with them to reduce potential possibilities of COVID exposure to my parents who take care of them… https://www.instagram.com/p/B-0VKRMpdjF/?igshid=pu0evvrrtcdm,0,2,,,
2020-04-10 22:45:38+00:00,jdmiddleton55,"Well, compared to @realDonaldTrump, COVID-19 is a genius.",0,0,@realDonaldTrump,,
2020-04-10 22:44:41+00:00,thedrewill,"The #coronavirus is challenging the prosperity message... big time With a record 16.6M (and growing) Americans filing for unemployment, and sooooo many people unable to pay their bills, protect their children,… https://www.instagram.com/p/B-0Uw2JhksA/?igshid=10rkuvk5rem4",0,0,,#coronavirus,
2020-04-10 22:35:57+00:00,Nupe_4life,Lol..he got Covid so i had to send him home.,0,0,,,
2020-04-10 22:30:24+00:00,mbrinkerhoff,April bring May circa 2020... #art #Coronavirus #HighlandPark @Lakeside Park https://www.instagram.com/p/B-0TIgaHAP-/?igshid=1heyrzre2d613,0,0,,#art #Coronavirus #HighlandPark,
2020-04-10 22:30:06+00:00,DrRodRohrich,"Chloroquine, Zinc Tested to Block COVID Infection https://wb.md/2wx5g8M from @WebMD",2,11,@WebMD,,
2020-04-10 21:54:19+00:00,mrsolowkey,"This is something to think about during this covid-19 time. #mrsolowkey #coronavirus #staywoke #covid19 @Dallas, Texas https://www.instagram.com/p/B-0PABrD2R8/?igshid=1jpxso303f136",0,0,,#mrsolowkey #coronavirus #staywoke #covid19,
2020-04-10 21:48:32+00:00,txbaggett,I’ll agree to carry a COVID-19 card if everyone has to provide a voter ID card on order to vote.,2,8,,,
2020-04-10 21:46:54+00:00,icowrich,"557 COVID-19 deaths in Canada. 18,482 in the USA. ",0,0,,,
2020-04-10 21:45:02+00:00,cultureadayspa,#Social_Distancing #coronavirus #StayAtHome #AmericaWorksTogether #homespa #SmallBiz #freeshipping #FridayFun #FridayFunDay #EasterWeekend email info@cultureadayspa.com to order your at home treatment!,1,1,,#Social_Distancing #coronavirus #StayAtHome #StayAtHome #AmericaWorksTogether #homespa #SmallBiz #freeshipping #FridayFun #FridayFunDay #EasterWeekend,
2020-04-10 21:37:32+00:00,strawbmommy,No but they DO offer the government a way to track your every move. Just get microchipped and be done with it #sarcasm #covid19 #coronavirus #coronapocalypse #CoronavirusPandemic #corona,0,0,,#sarcasm #covid19 #coronavirus #coronapocalypse #CoronavirusPandemic #corona,
2020-04-10 21:23:43+00:00,Dylan_Chu_Chu,"Bro these customers have such a hard time with personal space before COVID, and even now they are testing tf out of my patience GET TF AWAY FROM ME practically breathing on me Y’all already know what kind of people these people are shjsjwnnajak",1,32,,,
2020-04-10 21:14:41+00:00,ilenej,"Those are not press conferences, they are Trump propaganda rallies. #coronavirus #TrumpPressConference #TrumpIsACompleteFailure",1,4,,#coronavirus #TrumpPressConference #TrumpIsACompleteFailure,
2020-04-10 21:09:28+00:00,Lsalamandra_ssg,"#Repost washingtonpost (@get_repost) ・・・ As the number of coronavirus cases continues to climb worldwide, former president Barack Obama on Thursday offered some simple advice for mayors and local leaders battling… https://www.instagram.com/p/B-0J3hdgNRS/?igshid=159yhntfba3sj",0,0,@get_repost,#Repost,
2020-04-10 20:55:57+00:00,Intertraptional,1 person in chicago triggered a statewide COVID outbreak.,0,0,,,
2020-04-10 20:52:05+00:00,iam_JC1,"#Coronavirus an nonm! • 1.5+m ka, 97+k mò onivo global • 4.6+k Etazini • 213 peyi/tèritwa rapòte ka • 18+k mò an Itali, 15+k mò an Espay • 20,6% malad yo geri Ayiti: 20+ ka. 0 geri. 2 mouri. -180 kabann. ***Kontinye manje tipen ak bè, bwè ti te e gad NètFliks. ",0,2,,#Coronavirus,
2020-04-10 20:47:50+00:00,Tyler_D_Vaughn,The COVID-19 pandemic in one video ,1,9,,,
2020-04-10 20:24:41+00:00,_PerKINsON,Same will happen if we resume life before there is a vaccine for covid-19 ,0,0,,,
2020-04-10 20:20:28+00:00,scappello3,"Released today: a free information book explaining the coronavirus to children, illustrated by Gruffalo illustrator Axel Scheffler https://nosycrow.com/blog/released-today-free-information-book-explaining-coronavirus-children-illustrated-gruffalo-illustrator-axel-scheffler/ via @NosyCrow @DISD_Libraries",1,3,@NosyCrow @DISD_Libraries,,
2020-04-10 20:19:25+00:00,scappello3,"Released today: a free information book explaining the coronavirus to children, illustrated by Gruffalo illustrator Axel Scheffler https://nosycrow.com/blog/released-today-free-information-book-explaining-coronavirus-children-illustrated-gruffalo-illustrator-axel-scheffler/ via @NosyCrow",0,0,@NosyCrow,,
2020-04-10 20:16:52+00:00,kunmuth,"Please throw your trash away and don’t litter! There are gloves , masks and wipes littered across supermarket parking lots amidst the Coronavirus epidemic. ",3,1,,,
2020-04-10 20:12:10+00:00,AlDiaDallas," | #Dallas | Reportan 105 casos nuevos de #coronavirus y tres nuevos fallecimientos en Viernes Santo. Diabetes ha sido una de las condiciones en 30% de las hospitalizaciones, dicen los #DCHHS. Aquí detalles. https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2020/04/10/dallas-reportan-105-casos-nuevos-de-coronavirus-y-tres-nuevos-fallecimientos-en-viernes-santo/",0,0,,#Dallas #coronavirus #DCHHS,
2020-04-10 20:02:57+00:00,AndreaLRogers,@Heathchenry is going to have a Covid book before long... ,0,1,@Heathchenry,,
2020-04-10 19:59:25+00:00,wordman54, interesting read ☞ America Will Struggle After Coronavirus. These Charts Show Why. ,0,0,,,
2020-04-10 19:58:54+00:00,mickey_mcvay,"I thought 15 cases were dropping to 0. It's a HOAX! Look at these numbers. You've done a terrible job preparing for the Coronavirus, fatass. United States Coronavirus Cases: 492,827 highest cases in the world Deaths: 18,323 Recovered: 26,783",0,0,,,
2020-04-10 19:55:28+00:00,DaTruckTrappa,@spidadmitchell why haven’t y’all talked about what things you had to do to get over Covid-19. I think that would help a lot of people ,0,3,@spidadmitchell,,
2020-04-10 19:44:03+00:00,JoseILeyvajr,"Perhaps it's just me but I dont like to make things convoluted & to try to adhere to my desired principle. I would rather be clearly right or wrong. Covid spreads, it has taken 1mil lives. The less interactions the faster/safer we are. The opposite means the opposite effect.",0,0,,,
2020-04-10 19:38:04+00:00,pedallas49,"Shocked to hear our governor bragging that Texas, the 2nd most populated state w/almost 29,000,000 people, has tested 116,000 people. He then brags about the small numbers infected with COVID-19 &amp; about plans to get back to work. Sycophant GOP governors are going to kill us.",3,8,,,
2020-04-10 19:28:25+00:00,kdfw015,"Picture shows empty street in Downtown Dallas as the county remains under a Stay-at-home order. @DallasCountyTx COVID-19 total case count is 1,537 with 25 total deaths to date. ",9,35,@DallasCountyTx,,
2020-04-10 19:27:29+00:00,ClaytonNeville,"The number of confirmed Dallas County #Coronavirus cases has surpassed 1,500. 25 people have died. @WBAP247NEWS @570KLIF",0,0,@WBAP247NEWS @570KLIF,#Coronavirus,
2020-04-10 19:23:13+00:00,AM_Freeland,Selfies In the Time of Coronavirus - Never have I ever been more uncomfortable in a Home Depot. @The Home Depot https://www.instagram.com/p/B-z9tZRHVgCVtxJLUuLv0kXZuJwxd6vQScYZrI0/?igshid=1fdqstn0jl1yd,0,0,,,
2020-04-10 19:11:49+00:00,KyleParramore,Inb4 coronavirus kills less people in the USA than the seasonal flu,0,0,,,
2020-04-10 19:10:54+00:00,BrendonSpoon_,"Me: “I can’t wait for summer BBQs, pool parties, seeing my boys and traveling” Coronavirus: ",2,4,,,
2020-04-10 19:10:01+00:00,courtneyamcross,Current coronavirus status: just finished a bowl of spaghetti I started eating at 10:30am.,0,10,,,
2020-04-10 19:09:19+00:00,ayokasystems,#Trump says he's not going to reopen #economy 'until we know this country is going to be healthy' - federal projections that the coronavirus could resurge if the 30-day shelter-in-place orders were lifted from @CNBC,1,1,@CNBC,#Trump #economy,
2020-04-10 19:08:40+00:00,TinyTwoShoes,I asked my daddy to come hang my tv up and this nigga told me “he ain’t getting out in “this shit”” covid got the elderly shooketh,0,0,,,
2020-04-10 19:07:54+00:00,ayokasystems,"#Coronavirus : 'Deadly resurgence' if curbs lifted too early, ⁦@WHO⁩ warns - more stellar #advice from World Health Organization who got these pandemic calls right all along",1,1,@WHO,#Coronavirus #advice,
2020-04-10 19:06:59+00:00,LauraHarrisNBC5,WATCH LIVE | Gov. Abbott on State’s COVID-19 Response ,1,0,,,
2020-04-10 19:06:50+00:00,Boomer_Patriot,@AOC And @Ilhan Omar Call For ‘Nationalizing’ Healthcare And Removing ‘Profit Motive’ From Coronavirus Decisions https://thepoliticalinsider.com/aoc-and-omar-call-for-nationalizing-healthcare-and-removing-profit-motive-from-coronavirus-decisions/ via @TPInsidr,0,0,@AOC @Ilhan @TPInsidr,,
2020-04-10 19:05:22+00:00,dani_marie197,“How am I Supposed to Work from Home if My Computer Sucks?” My Covid-19 Autobiography,0,7,,,
2020-04-10 18:59:49+00:00,FortWorthDDS,Give this a listen...#selfcare #oralhygiene #covid #coronavid19 #rrenanwilliamsdds #carolbaskin #joeexotic #floss #brushingteeth #washyourhands #socialdistancing #mask #listerine #toothache #emergencydentist… https://www.instagram.com/p/B-z51u5ATqd/?igshid=17afwe8cbmtqi,0,0,,#selfcare #oralhygiene #covid #coronavid19 #rrenanwilliamsdds #carolbaskin #joeexotic #floss #brushingteeth #washyourhands #washyourhands #socialdistancing #mask #listerine #toothache #emergencydentist,
2020-04-10 18:56:28+00:00,ChiekaTreadwel1,"EXCLUSIVE: DR. SHIVA EXPOSES FAUCI, BIRX, GATES, AND THE W.H.O. COVID-19... https://youtu.be/GmD3EoSRgsI via @YouTube",0,0,@YouTube,,
2020-04-10 18:49:15+00:00,emalicioussss,imagine lying about having a family member with covid-19 just to stay home... bitches do anything for attention,1,7,,,
2020-04-10 18:49:05+00:00,Alex_MaldonadoS,"+ En #Bangkok #Tailandia a los recién nacidos les ponen caretas, similares a las que utilizan #Medicos y #Enfermeras a fin de protegerlos del #Coronavirus ¡¡Qué tal!! #CoronavirusPandemic",5,13,,#Bangkok #Tailandia #Medicos #Enfermeras #Coronavirus #CoronavirusPandemic,
2020-04-10 18:48:30+00:00,vtbirkenstock,Praise God! Good News on Good Friday! New York ICU Admissions Rate Negative for First Time Since Coronavirus Crisis Began ,0,1,,,
2020-04-10 18:47:52+00:00,DeniseLHawk,"Weird thing to say during a coronavirus briefing. Also, asthma is not usually thought of as an academic impediment.",0,4,,,
2020-04-10 18:46:46+00:00,DeniseLHawk,"Weird thing to say during a coronavirus briefing. Also, asthma is not usually thought of as an academic impediment. ",0,1,,,
2020-04-10 18:44:42+00:00,vtbirkenstock,Shifty Is at it again! Adam Schiff Submits Bill to Create Commission Reviewing Trump’s Coronavirus Response ,0,0,,,
2020-04-10 18:44:07+00:00,vtbirkenstock,Report: China’s Coronavirus Data Off by Millions of Cases https://www.breitbart.com/national-security/2020/04/10/report-chinas-coronavirus-data-off-millions-cases/ #MakeChinaPay #ChinaLiedAndPeopleDied,1,0,,#MakeChinaPay #ChinaLiedAndPeopleDied,
2020-04-10 18:39:07+00:00,GallosPole57,Did I miss something? Your grandpa passed away of COVID?,0,0,,,
2020-04-10 18:33:53+00:00,ChrisMooreSport,"Mr. @Surgeon_General, it took a lot of courage for you to pull out your inhaler in today’s coronavirus taskforce press conference to highlight asthma sufferers, those with diabetes or overweight/obese are at greater risk of contracting COVID-19. Thank you for your leadership!",1,3,@Surgeon_General,,
2020-04-10 18:31:02+00:00,rezeski,Wow. This is absolutely Orwellian. It is probably acceptable. for now. Unfortunately it won’t go away with the coronavirus two years from now. ,0,0,,,
2020-04-10 18:28:58+00:00,BillReyno,Running out of body bags. People dying in the hallway. Coronavirus has Michigan hospital workers at a breaking point. ,4,5,,,
2020-04-10 18:26:34+00:00,BillReyno,Running out of body bags. People dying in the hallway. Coronavirus has Michigan hospital workers at a breaking point. https://www.mlive.com/public-interest/2020/04/running-out-of-body-bags-people-dying-in-the-hallway-coronavirus-has-michigan-hospital-workers-at-a-breaking-point.html,5,4,,,
2020-04-10 18:22:21+00:00,omarmuniz9,Coronavirus: White House task force provides update on the COVID-19 pandemic #Coronavirus ,0,0,,#Coronavirus,
2020-04-10 18:07:55+00:00,michellesralaw,A very personal look at how COVID-19 has impacted my practice... https://thinkimmigration.org/blog/2020/04/10/practicing-immigration-law-in-the-covid-19-era-post-5/,1,3,,,
2020-04-10 18:00:24+00:00,tompkins_billie,"Coronavirus outbreak: Trump, U.S. Task Force to provide COVID-19 update ... https://youtu.be/R9dxwzaBXOo via @YouTube",0,0,@YouTube,,
2020-04-10 17:57:08+00:00,JayRay566,Only if you take into account how many non-Covid deaths are Covid deaths.,0,1,,,
2020-04-10 17:57:01+00:00,MariettaHermosa,"Correction ""due to the Chinese government coronavirus""",0,1,,,
2020-04-10 17:55:06+00:00,ntTV_News,"#COVID19: Coronavirus deaths globally reach over 100,000. Via Johns Hopkins University #ntTV",0,0,,#COVID19 #ntTV,
2020-04-10 17:52:14+00:00,DamonGochneaur,"Really well. Holding pattern on next steps because of COVID, but hopeful we’ll make a full recovery in the near future.",0,0,,,
2020-04-10 17:48:02+00:00,Thalassatx,"I was sick in December too, with a horrible cough that eventually was diagnosed as ""probably pneumonia, definitely bronchitis"". I had nebulizer and inhaler and antibiotics. I wouldn't dream of taking COVID lightly. Could it have been? Dunno, not taking a chance. ",0,2,,,
2020-04-10 17:38:25+00:00,WalkerTxGinger,"The 2020 budget for Foreign Aid is 40 B I L L I O N DOLLARS! The same politicians capable of distributing billions in taxpayer annually in aid struggled to agree to give you, the taxpayer, $1,200 for COVID relief.. While still collecting their full paycheck. Let that sink in... ",0,1,,,
2020-04-10 17:37:27+00:00,jbird1032002,Oh okay! Trump caused Covid-19. You’re a joke! He was bashed for preventing travel from China and while he warned everyone about Covid-19 the corrupt Demo were busy trying to impeach him. You’re a hack!,0,1,,,
2020-04-10 17:34:37+00:00,ShellsNTails2Go,"324 E Beltline Desoto, Tx 2-8pm or if sold out #goodfriday #lent #crawfish #shrimp #crabs #dfw #desoto #nfl #easter #covid @Shells and Tails 2 Geaux https://www.instagram.com/p/B-zxR6npoTR/?igshid=1wngan5vo58yp",0,0,,#goodfriday #lent #crawfish #shrimp #crabs #dfw #desoto #nfl #nfl #easter #covid,
2020-04-10 17:31:57+00:00,EpiCentreDallas,"On behalf of everyone at EpiCentre Skin Care & Laser Center, we hope you and your loved ones are all doing well and are in good health. Although we are facing challenges as a result of the Coronavirus, together we… https://www.instagram.com/p/B-pcOWbHbix/?igshid=ozkasi3ehwgj",0,0,,,
2020-04-10 17:19:50+00:00,AnthonyALaurie,This sucks!!!! I enjoyed watching the @xfl2020. I don’t know whether to blame Coronavirus or Carole Baskin... ,0,0,@xfl2020,,
2020-04-10 17:14:19+00:00,tanner_beattie1,People in Texas don’t call this “Coronavirus or “COVID-19” we just say.....” well with all this shit going on”,0,0,,,
2020-04-10 17:08:27+00:00,traceelc," . This is a good one for this Good Friday. Amid coronavirus outbreak, images of hope to ‘Have a Little Faith in Me’ https://www.today.com/video/amid-coronavirus-outbreak-images-of-hope-to-have-a-little-faith-in-me-81881669642 via @TODAYshow",0,1,@TODAYshow,,
2020-04-10 17:03:21+00:00,DavidSFOX4,LATEST: Tarrant County Public Health today reported that a resident of Lakeside has died as the result of the #COVIDー19 virus. The man in his 80s had underlying health conditions. Tarrant County now has 21 confirmed deaths from the COVID-19 virus. @FOX4,4,9,@FOX4,#COVID,
2020-04-10 16:52:28+00:00,mickey_mcvay,LOOK TRUMP YOUR APPROVAL RATE FELL BACK TO 45%! And VP Joe Biden's approval is higher than yours! Trump approval dips as Americans question his handling of coronavirus crisis ,0,0,,,
2020-04-10 16:50:22+00:00,DallasAnalytics,What is under appreciated is the fear of hospitals that COVID causes. Hospitals are seeing non-COVID patients coming in really late and really sick. Some of these dead are probably non-COVID who feared to go to hospitals and died at home.,1,5,,,
2020-04-10 16:48:25+00:00,DominicGBrown,I spoke with a friend in #India &amp; they've taken #Police fines to the next level. You could be charged for Attempted Murder if found roaming around while being positive for #coronavirus #COVID19Pandemic #StayHome #StayAtHome #IndiaFightsCoronavirus #IndiaLeadsCovidWar,3,4,,#India #Police #coronavirus #COVID19Pandemic #StayHome #StayHome #StayAtHome #StayAtHome #IndiaFightsCoronavirus #IndiaLeadsCovidWar,
2020-04-10 16:48:07+00:00,JimGoodwin7,Coronavirus just killed the XFL ,0,0,,,
2020-04-10 16:48:06+00:00,urfavaf,“ CORONAVIRUS!!!! “ * cardi b voice * ,0,0,,,
2020-04-10 16:43:24+00:00,super_loaded,I had a dream about covid last nite ,1,1,,,
2020-04-10 16:41:36+00:00,SMUMustangAlum,Israeli COVID-19 treatment shows 100% survival rate - preliminary data - The Jerusalem Post ,0,0,,,
2020-04-10 16:31:02+00:00,Jachcamo,My best friend s cousin died from covid 19....he was 25.,1,2,,,
2020-04-10 16:31:01+00:00,SuperiorHWC,Special thanks to Lisa and all of the DFW Mri family for continuously going above and beyond for all of our patients and staff. We are still open regular hours during COVID-19 ready to help everyone during this… https://www.instagram.com/p/B-zqAETp1IF/?igshid=14c6s840czbsi,0,0,,,
2020-04-10 16:30:37+00:00,JimEssian,"I would rather be in front of you than this camera...but Jesus is not bound to COVID-19 restrictions, and he can work in our homes and in our hearts. What if, in light of the cross, Jesus was calling us all to lay… https://www.instagram.com/p/B-zp9QAn6IN/?igshid=1hnfug4z62wnh",0,0,,,
2020-04-10 16:30:32+00:00,grizz859,"F U Covid-19! Big Blue Nation! @North Richland Hills, Texas https://www.instagram.com/p/B-zp8i5HAHP/?igshid=1dnyjy3gsm6rw",0,0,,,
2020-04-10 16:24:16+00:00,sarahdefran,"Happy 16th Anna!!! I hope you always remember your Quarantine Birthday. Your smile and spirit are as contagious as COVID-19! We love you!!! @Addison, Texas https://www.instagram.com/p/B-zpO3ynD9Cfp12raM42k5wHRss3-Yyc_9KMj40/?igshid=9qny5fopv9we",1,2,,,
2020-04-10 16:15:19+00:00,mdsmelser,"Which is why they were studying bat Coronavirus in Wuhan’s P4 Bioweapon Lab and Wuhan’s P2 CCD virus lab right down the street from the wet market (this market didn’t sell bats,btw). ",0,0,,,
2020-04-10 16:12:35+00:00,dimeff,I’m even more convinced now than 2 weeks ago that whole blood exchange transfusion (maybe with added plasma) from recovered covid patients is critical to treat the sickest patients. UTSW may set up protocol soon. See my FB page #COVID19,1,0,,#COVID19,
2020-04-10 16:11:17+00:00,TheTyJager,How do you feel about the President tweeting about his tv ratings during the COVID-19 pandemic? #COVID19,0,1,,#COVID19,
2020-04-10 16:11:16+00:00,vtbirkenstock,"@POTUS accomplishments this week: Saved 140,000 lives. COVID death count estimate reduced from 200,000 to 60,000 Stock market up ^12% Country slated 2 reopen for business beginning of May Happy Easter legalized Thank you @realDonaldTrump for your tremendous leadership!",1,1,@POTUS @realDonaldTrump,,
2020-04-10 16:04:48+00:00,tabitha_pitts_1,Apparently now covid is a stomach virus too! IM just trying to figure out how people raised their children with this much paranoia! Get a grip,0,0,,,
2020-04-10 16:01:28+00:00,Boomer_Patriot,Harris poll shows broad bipartisan consensus on China’s lying about COVID-19 — so why does media use their data? ,1,0,,,
2020-04-10 16:00:25+00:00,Boomer_Patriot,Study: Coronavirus arrived in New York in mid-February — from Europe ,1,0,,,
2020-04-10 15:58:30+00:00,omarmuniz9,Coronavirus: New York sees a decline in ICU admissions #Coronavirus ,0,1,,#Coronavirus,
2020-04-10 15:54:54+00:00,dimeff,"I am a sports medicine physician (I do Prp, fat uc/stem cells) for ortho injuries. I’m not active on social media. Please go to my Facebook page. I Am now convinced that the best treatment for sick covid patients is whole blood exchange transfusion from convalescent patients.",0,1,,,
2020-04-10 15:48:39+00:00,carlatherealtor,"Diddy’s “Black America & Coronavirus” town hall with Angela Rye, Killer ... https://youtu.be/7CIsKGi4mC0 via @YouTube",0,0,@YouTube,,
2020-04-10 15:41:59+00:00,Boomer_Patriot,'Fox & Friends' Host Announces Coronavirus Diagnosis ,1,0,,,
2020-04-10 15:41:44+00:00,JeffWodka51,"#cylONEnation Need your prayers!! Both my Cousins - Tom Boskey #96, ‘76-79 Co-Captain with Dexter Green &amp; Chris Boskey #78, ‘78 Big 8 Newcomer of the year winner, have Covid-19 in Sioux Falls, SD. PRAY FOR THEM! @CycloneFB @isuletterwinner @ChrisMWilliams @JWcyclonestv",23,113,@CycloneFB @isuletterwinner @ChrisMWilliams @JWcyclonestv,#cylONEnation,
2020-04-10 15:32:09+00:00,Boomer_Patriot,CNN coronavirus town hall accidentally features Trump Derangement Syndrome question https://fxn.ws/2xaKlJ3 #FoxNews,1,0,,#FoxNews,
2020-04-10 15:29:38+00:00,usctroj836,"Just saw on the news the IRS is speeding up Covid-19 economic stimulus money. Every adult gets equivalent to 8,400 RMB. This is supposed to fill the time between unemployment date and unemployment insurance payments. Unemployment insurance payments are about 6,300 RMB a week.",0,1,,,
2020-04-10 15:28:33+00:00,JeffWodka51,"Thanks for sharing @Dubs964 Both of my Cousins - Tom Boskey #96, Co-Captain with Dexter Green &amp; Chris Boskey #78, Outland Trophy winner, have Covid-19 in Sioux Falls, SD. PRAY FOR THEM! #cyclONEnation @CycloneFB @CycloneFB @CycloneFB @isuletterwinner",1,5,@Dubs964 @CycloneFB @CycloneFB @CycloneFB @isuletterwinner,#cyclONEnation,
2020-04-10 15:18:23+00:00,Boomer_Patriot,@MaxineWaters Says Trump Can’t ‘Wipe Away’ The History Of His Failure On Coronavirus Crisis https://thepoliticalinsider.com/maxine-waters-says-trump-cant-wipe-away-the-history-of-his-failure-on-coronavirus-crisis/ via @TPInsidr,0,0,@MaxineWaters @TPInsidr,,
2020-04-10 15:17:04+00:00,MirandaSandidge,"Good morning y’all. Doctors have informed us that the new symptoms that have arroused for Covid-19 are RASH and EYE PAIN. Please, if you don’t have to go out, stay at home. Y’all be safe. ",0,2,,,
2020-04-10 15:16:43+00:00,Boomer_Patriot,"In Address to COVID Responders, Melania Looks Stronger Than Any Other American First Lady ",1,1,,,
2020-04-10 15:16:10+00:00,Boomer_Patriot,"Senate Dems Block Coronavirus Relief Bill: If You Lose Your Job, Blaming Them Could Be a Good Bet ",0,0,,,
